index,fitness,size,has_meta
0,0.713200,176,1
1,0.706300,340,1
2,0.706300,158,1
3,0.706300,272,1
4,0.706300,177,1
5,0.709400,162,1
6,0.706300,259,1
7,0.711600,187,1
8,0.706300,165,1
9,0.706300,158,1
10,0.706300,198,1
11,0.709100,377,1
12,0.709100,368,1
13,0.706300,174,1
14,0.709400,163,1
15,0.706300,172,1
16,0.706300,416,1
17,0.706300,170,1
18,0.706300,181,1
19,0.705200,108,1
20,0.706300,215,1
21,0.706300,170,1
22,0.707200,242,1
23,0.706300,203,1
24,0.706300,385,1
25,0.706300,200,1
26,0.706300,188,1
27,0.709100,360,1
28,0.706300,174,1
29,0.706300,201,1
30,0.706300,431,1
31,0.711600,183,1
32,0.706300,306,1
33,0.706300,193,1
34,0.706300,299,1
35,0.713200,179,1
36,0.706300,300,1
37,0.706300,172,1
38,0.706300,173,1
39,0.706300,384,1
40,0.706300,184,1
41,0.706300,168,1
42,0.704700,169,1
43,0.706300,388,1
44,0.706300,172,1
45,0.486700,77,1
46,0.706300,339,1
47,0.706300,159,1
48,0.706300,431,1
49,0.713200,175,1
50,0.706300,299,1
51,0.706300,272,1
52,0.706300,171,1
53,0.709400,174,1
54,0.706900,418,1
55,0.706300,196,1
56,0.706300,177,1
57,0.706300,201,1
58,0.706300,174,1
59,0.706300,183,1
60,0.711600,190,1
61,0.706300,172,1
62,0.706300,158,1
63,0.706300,170,1
64,0.706300,260,1
65,0.706300,158,1
66,0.706300,172,1
67,0.706300,163,1
68,0.707200,183,1
69,0.706300,179,1
70,0.706300,203,1
71,0.706300,217,1
72,0.706300,187,1
73,0.706300,181,1
74,0.706300,178,1
75,0.706300,180,1
76,0.706300,384,1
77,0.706300,262,1
78,0.704700,169,1
79,0.706300,302,1
80,0.706300,158,1
81,0.706300,298,1
82,0.706300,183,1
83,0.706300,200,1
84,0.706300,193,1
85,0.706300,168,1
86,0.706300,200,1
87,0.705200,100,1
88,0.706300,180,1
89,0.706300,180,1
90,0.704700,170,1
91,0.709400,180,1
92,0.706300,163,1
93,0.706300,179,1
94,0.706300,177,1
95,0.706300,247,1
96,0.706300,162,1
97,0.706300,179,1
98,0.706300,189,1
99,0.711600,187,1
